PublicationID,PublicationType,Title,Authors,CreationDate
161,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,V√©rification de l‚Äôinstallation motoris√©e de transport de personnel Davy Markham s√©rie B95022 du puits d‚Äôexploration,Louis Germain,2015-07-17
162,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Development of Concrete and Grout for the Macro-Encapsulation of Cemented Radioactive Waste,Alain Bilodeau,2015-07-02
163,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Micro-Encapsulation of Cemented Radioactive Waste,Alain Bilodeau,2015-07-02
164,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,V√©rification de la machine d‚Äôextraction Canadian Ingersoll Rand s√©rie 1560 du puits no 2,Martin Cote,2015-06-15
165,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,V√©rification de l‚Äôinstallation motoris√©e de transport de personnes G.L.Tiley s√©rie 1692 du puits no 2,Martin Cote,2015-06-15
166,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mine Kiena B&N s√©rie 31269,"Germain, Louis",2015-04-23
167,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviours of Garock Hybrid Bolts,"Voyzelle, Benoit",2015-04-22
168,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,G√©ant Dormant Vulcan s√©rie 1485,"Germain, Louis",2015-04-16
169,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Lac Bachelor Bertram Nordberg s√©rie 13845,"Germain, Louis",2015-04-16
170,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Basic Energy Consumption Model of Conventional and Thermally-Fragmented Gold-Bearing Quartz Veins,"B√©tournay, Marc",2015-03-31
171,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Energy Savings Associated with the Application of the SELFRAG Technology,"B√©tournay, Marc",2015-03-31
172,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Evaluating the Selfrag Process for Energy Efficiency Advantages in Thermal Fragmentation Continuous Mining of Gold-Bearing Quartz Veins, Report 1 Basic Energy Consumption Model of Conventional and Thermally-Fragmented Gold-Bearing Quartz Veins","B√©tournay, Marc",2015-03-31
173,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Evaluating the Selfrag Process for Energy Efficiency Advantages in Thermal Fragmentation Continuous Mining of Gold-Bearing Quartz Veins, Report 2 Energy Savings Associated with the Application of the Selfrag Technology","B√©tournay, Marc",2015-03-31
174,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Evaluating the Selfrag Process for Energy Efficiency Advantages in Thermal Fragmentation Continuous Mining of Gold-Bearing Quartz Veins, Report 3 Mine Operation Considerations for Selfrag System Application in Conventional and Thermally-Fragmented Gold-Be","B√©tournay, Marc",2015-03-31
175,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mine Operation Considerations for SELFRAG System Application in Conventional and Thermally-Fragmented Gold-Bearing Quartz Veins,"B√©tournay, Marc",2015-03-31
176,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Transformation/dissolution studies on two cobalt alloys at pH 6,"Huntsman-Mapila, Philippa",2015-03-31
177,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste - Long Term Performance - Task C Process Optimization and Validation,"Reynier, Nicolas",2015-03-17
178,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviours of Atlas Copco MN24 Swellex Coated Bolts,"Voyzelle, Benoit",2015-03-11
179,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Bousquet 2 Nordberg s√©rie 7030-1098,"Germain, Louis",2015-03-05
180,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste - Confirmation Tests Quarterly Report - Q1,"Bouzoubaa, Nabil",2015-03-03
181,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste - Long Term Performance Quarterly Report - Q6,"Bouzoubaa, Nabil",2015-03-03
182,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Dynamic Behaviour of New Concept Mining Par 1 Bolts,"Voyzelle, Benoit",2015-03-02
183,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,LARONDE 2 Davy Markham s√©rie B85006,"Germain, Louis",2015-02-17
184,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,LARONDE 2 Kvaerner Markham s√©rie T65009,"Germain, Louis",2015-02-17
185,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,WESTWOOD Nordberg s√©rie 7030-1081,"Germain, Louis",2015-02-02
186,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,ELEONORE Markham s√©rie B15024,"Germain, Louis",2015-01-13
187,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,ELEONORE Markham s√©rie B95023,"Germain, Louis",2015-01-13
188,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Feasibility of Acti-Gel as a Cost-effective Additive for Hydraulic Backfill Applications.  Summary of Laboratory Strength Tests Specific to Vale‚Äôs Creighton Mine,"Bedard, Ian",2014-12-22
189,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,WESTWOOD Markham s√©rie B85013,"Germain, Louis",2014-12-16
190,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,CasaBerardi Nordberg s√©rie 14122,"Germain, Louis",2014-12-08
191,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Production-Scale Validation of Liquid Wastes Cementration Formulations: Final Report,"Bilodeau, Alain",2014-12-08
192,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Investigation of Geotextiles to prevent loss of fines in hydraulic backfill stoping at Vale Canada Ltd.,"Bedard, Ian",2014-11-26
193,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,GOLDEX Westinghouse s√©rie 00MA173,"Germain, Louis",2014-11-24
194,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Proficiency Testing Program from Mineral Analysis Laboratories - September 2014 Cycle (Final Report),"Desroches, Diane",2014-11-19
195,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Transformation/Dissolution Characteristics of Nickel Oxide Black and Three Nickel Concentrates,"Skeaff, Jim",2014-11-12
196,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,WESTWOOD Markham s√©rie B85014,"Germain, Louis",2014-11-12
197,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste ‚Äì Long Term Performance Quarterly Report ‚Äì Q5,"Bouzoubaa, Nabil",2014-10-28
198,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Performance Evaluation of G+ Speed Air Duct Polyethylene Ventilation Ducting,"Hardcastle, Stephen",2014-10-21
199,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,SELEINE ASEA s√©rie 391,"Germain, Louis",2014-10-14
200,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,SELEINE BN s√©rie 31451,"Germain, Louis",2014-10-14
201,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,NIOBEC FHB s√©rie 35301,"Germain, Louis",2014-09-30
202,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,NIOBEC Hep s√©rie 20299,"Germain, Louis",2014-09-30
203,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Resistance for Liquid Wastes Cementation Formulations to Freezing and Thawing Cycling,"Bilodeau, Alain",2014-09-15
204,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Eleonore s√©rie B95022,"Germain, Louis",2014-08-27
205,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laronde Markham s√©rie B10010,"Germain, Louis",2014-07-28
206,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laronde Markham s√©rie M407,"Germain, Louis",2014-07-28
207,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Pre-/Post-SCR Installation Assessment of Ambient NO/NO2 and DPM Levels at Goderich Mine,"Hardcastle, Stephen",2014-07-28
208,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Ventilation Optimization at Cigar Lake Mine - Cameco Corporation,"Li, Gary",2014-07-23
209,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste - Long Term Performance Quarterly Report - Q3,"Bouzoubaa, Nabil",2014-07-22
210,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste - Long Term Performance Quarterly Report - Q4,"Bouzoubaa, Nabil",2014-07-22
211,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,√âl√©onore B95021,"Germain, Louis",2014-07-17
212,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Lapa Nordb 7030-1161,"Germain, Louis",2014-07-17
213,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laronde2 W 00MA175,"Germain, Louis",2014-07-17
214,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Test Report of IPKON Silicate Capsules,"Voyzelle, Benoit",2014-07-02
215,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Proficiency Testing Program from Mineral Analysis Laboratories ‚Äî April 2014 Cycle (Final Report),"Desroches, Diane",2014-05-01
216,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Rare Earth Element Method Development and Capacity Building within ASG,"Pawlak, Marcin",2014-04-11
217,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviours of Wekaba Cable Bolts,"Voyzelle, Benoit",2014-03-28
218,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Test Report of Various Domed Plates,"Voyzelle, Benoit",2014-03-28
219,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Method Development and Validation for the Determination of Several Rare Earth Elements, Iron and Niobium in Various REE Bearing Minerals","Wang, Ruiping",2014-03-24
220,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Beaufor B.N.13303 (14-008-CR),"Germain, Louis",2014-03-21
221,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,CasaBerardi Nordberg 14122 (13-021-CR),"Germain, Louis",2014-03-21
222,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Cemented Radioactive Waste - Long Term Performance Quarterly Report - Q1 (13-045-CR),"Bouzoubaa, Nabil",2014-03-21
223,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Evaluation of Green Genius Fuel Saver Technology to improve the Efficiency of Diesel Internal Combustion Engines with the Resultant Reduction of Fuel Burn and Exhaust Emissions - Data Summary and Analysis (14-010-CR),"Young, David A.",2014-03-21
224,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Goldex T1692 (14-006-CR),"Germain, Louis",2014-03-21
225,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Investigation into the fate and effects of selenium on the life-cycle of a benthic invertebrate (Chironomus dilutus). (13-048-CR),"Rickwood, Carrie",2014-03-21
226,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laborator - scale validation of liquid waste cemented solution (13-052-CR),"Kassimi, Fodhil",2014-03-21
227,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Dynamic Behaviour of Aveng Yielding Cable Bolts (13-051-CR),"Voyzelle, Benoit",2014-03-21
228,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Kiruna Bolts for Malmf√§lten AB (13-055-CR),"Voyzelle, Benoit",2014-03-21
229,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviours of Atlas Copco MN24 Swellex Bolts (13-057-CR),"Voyzelle, Benoit",2014-03-21
230,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Proficiency Testing Program for Mineral Analysis Laboratories - September 2013 Cycle (FINAL REPORT) (13-059-CR),"Desroches, Diane",2014-03-21
231,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Report on Phase One of the Project, Rare Earth Elements Containing Certified Reference Material (13-038-CR)","Leaver, Maureen",2014-03-21
232,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Source of Dissolved Arsenic in Groundwater at a Steam-assisted Gravity Drainage Site in the Oil Sands Area, Alberta","Thibault, Yves",2014-03-21
233,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Summary of Laboratory Strength Tests and Pilot-scale Flowability Tests Specific to Vale's Coleman Mine,"Tarr, Kristie",2014-03-21
234,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Temperature Modeling - Liquid Waste Project (13-001-CR),"Kassimi, Fodhil",2014-03-21
235,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Test Report of Swellex Spartan Rock Bolts (13-056-CR),"Voyzelle, Benoit",2014-03-21
236,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Testing of the Modular Thermal Transfer Unit (MTTU) in Vale's Stobie Mine (13-037-CR),"Li, Gary",2014-03-21
237,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Transformation/Dissolution Studies on Four Nickel Mattes at pH 6 and 8 (13-033-CR),"Huntsman-Mapila, Philippa",2014-03-21
238,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,√âvaluation de performance du d√©shydrateur √† benne basculante (13-053-CR),"Lacroix, Roger",2014-03-20
239,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"inspection de ""Langlois CIR 1149"" (13-058-CR)","Germain, Louis",2014-03-19
240,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,"Lac Bachelor, BN s√©rie 13845 (13-061-CR)","Germain, Louis",2014-03-19
241,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laronde 2 Markham s√©rie T65009 (13-060-CR),"Germain, Louis",2014-03-19
242,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mouska CIR 1852 (13-054-CR),"Germain, Louis",2014-03-19
243,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Development of Cementing Formulations for Loop Decontamination Waste Tanks,"Bilodeau, Alain",2014-03-18
244,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Production-Scale Validation of Liquid Waste Cementation Formulations,"Bilodeau, Alain",2014-03-18
245,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,√âl√©onore DavyMarkham s√©rie B15024 (13-049-CR),"Germain, Louis",2014-03-14
246,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,√âl√©onore DavyMarkham s√©rie B95023 (13-050-CR),"Germain, Louis",2014-03-14
247,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Bousquet N7030-1098 (14-002-CR),"Germain, Louis",2014-03-14
248,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,G√©ant Dormant Vulcan 1485 (13-044-CR),"Germain, Louis",2014-03-14
249,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Langlois B.N. 13082 (14-007-CR),"Germain, Louis",2014-03-14
250,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Leaching of a black shale from Alberta-Final Report (13-046-CR),"Cameron, Rory",2014-03-14
251,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Niobe FH&B s√©rie 35301,"Germain, Louis",2014-03-14
252,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Promec Coeur d'Al√®ne 7192120 (13-042-CR),"Germain, Louis",2014-03-14
253,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Service inspection des treuils (14-003-CR),"Germain, Louis",2014-03-14
254,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Westwood DavyMarkham B85013 - production (13-041-cr),"Germain, Louis",2014-03-14
255,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Energy Efficient Rock Fragmentation - GAP Analysis (13-040(CR)),"Bilodeau, Magella",2013-10-30
256,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Goldex ASEA 390 (13-034(CR)),"Germain, Louis",2013-10-30
257,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Preliminary Study on the Best practices for Placement of Cemented Hydraulic Fill with Rockfill at Vale Canada Sudbury Base Metal Operations (13-036(CR)),"Tarr, Kristie",2013-10-30
258,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Westwood DavyMarkham B85014 (13-039(CR)),"Germain, Louis",2013-10-30
259,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Westwood Norberg 7030-1081 (13-035(CR)),"Germain, Louis",2013-10-30
260,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Development of Concrete and Grout for the Macro-Encapsulation of Cemented Radioactive Waste (13-027(CR)),"Bilodeau, Alain",2013-10-28
261,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviour of Minova Bolts (13-029(CR)),"Voyzelle, Benoit",2013-10-28
262,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviour of Minova Cable Bolts (13-032(CR)),"Voyzelle, Benoit",2013-10-28
263,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Micro-Encupsulation of Cemented Radioactive Waste (13-026(CR)),"Bilodeau, Alain",2013-10-28
264,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mine Seleine ASEA391 (13-024(CR)),"Germain, Louis",2013-10-28
265,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mine Seleine BN 31451 (13--023(CR)),"Germain, Louis",2013-10-28
266,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Preliminary processing flowsheet development for a carboaceous rare earth bearing ore (13-028(CR)),"Negeri, Tesfaye",2013-10-28
267,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Solidification of the residue from a process for the extraction or recovery of cerium...from cemented radioactive waste (13-025(CR)),"Bilodeau, Alain",2013-10-28
268,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Stabilisation of Cemented Radioactive Waste (Task B)Comminution Process-Summary report (13-030(CR)),"Bilodeau, Magella",2013-10-28
269,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Stabilisation of Cemented Radioactive Waste (Task B-4) Pilot Scale Comminution Test (13-031(CR)),"Bilodeau, Magella",2013-10-28
270,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mineralogical Characterization of Hydrometallurgical Residue Subjected to Column Leaching Experiments (13-018(CR)),"Paktunc, Dogan",2013-09-26
271,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Niobec H20299 (13-019(CR)),"Germain, Louis",2013-09-26
272,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,PTP-MAL Biannual report (13-016(CR)),"Desroches, Diane",2013-09-26
273,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Quality Assurance Liquid Waste (13-017(CR)),"Bouzoubaa, Nabil",2013-09-26
274,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Characterization of Radioactive Surrogate Cemented Waste (13-012(CR)),"Fiset, Jean-Francois",2013-09-25
275,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Elder CIR 1560 (13-015(CR)),"Germain, Louis",2013-09-25
276,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Eleonore B95021 (13-009(CR)),"Germain, Louis",2013-09-25
277,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Eleonore B95022 (13-010(CR)),"Germain, Louis",2013-09-25
278,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Goldex West (13-008(CR)),"Germain, Louis",2013-09-25
279,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Kiena-BN31269 (13-006(CR)),"Germain, Louis",2013-09-25
280,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Leaching of a Black Shale from Alberta (13-011(CR)),"Cameron, Rory",2013-09-25
281,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Mouska LS 122-40 (13-014(CR)),"Germain, Louis",2013-09-25
282,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,T/D Studies of Cobalt Hydroxide (13-007(CR)),"Beaudoin, Robert",2013-09-25
283,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Task C- Determination of the Chemical Characteristics of Surrogate Cemented Waste (13-013(CR)),"Lastra, Rolando",2013-09-25
284,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Assessment of the impact of the YYYYY fuel additive on diesel engine emissions (13-004(CR)),"Young, David A.",2013-09-24
285,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Improving Pail Production Process (13-005(CR)),"Cameron, Rory",2013-09-24
286,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory Testing of Static and Dynamic Behaviours of YYYY Bolts (13-002(CR)),"Voyzelle, Benoit",2013-09-24
287,Cost Recovery (CR) report / Rapport de recouvrement des co˚ts,Laboratory testing ... (13-001(CR)),"Voyzelle, Benoit",2013-09-13
288,Journal/ Revue scientifique ,Machine Learning Analysis of the Canadian Royalties Crushing and Grinding Circuits,"Tony Di Feo, Nasseh Khodaie, benjamin Lewis and Matthieu Girard",2021-02-17
289,Journal/ Revue scientifique ,"Trace elements in sulfides and release to porewater from sulfide oxidation in a historical waste-rock pile, Ontario, Canada","Lianna J.D. Smith, Dogan Paktunc, David W. Blowes",2021-02-11
290,Journal/ Revue scientifique ,A Cross Scale Investigation of Galena Oxidation and Controls on Mobilization of Lead in Mine Waste Rock,"Z. Bao. T. Al, M. Couillard, G. Poirier, J. Bain, H.K Shrimpton, Y.Z Finfrock, A.Lanzirotti",2021-02-09
291,Journal/ Revue scientifique ,Cr(VI) formation in ferrochrome-smelter dusts,Eleanor Berryman and Dogan Paktunc,2021-02-03
292,Journal/ Revue scientifique ,"Stirred-tank bioleaching of nickel and cobalt from pyrrhotite-rich tailings from Sudbury, Ontario","Rory Cameron, Yves Thibault, Rolando Lastra, Lucie Morin, Doug Gould",2021-01-08
293,Journal/ Revue scientifique ,Multivariate Analysis of Variance (MANOVA) of Laboratory Assay Methods for Rare Earth Elements,Tony Di Feo and Eliza Ngai,2020-12-23
294,Journal/ Revue scientifique ,Effect of Strong Collectors and Frothers on Coarse Particle Flotation using the HydroFloatTM for a North American Concentrator,"Tony Di Feo, Meghan De Souza, Rolando Lastra and Andrew Hobert",2020-12-07
295,Journal/ Revue scientifique ,The Effects of Water Recycling at a North American Concentrator ‚Äì Part 2,"T. Di Feo, C.M. Hill-Svehla, B.R. Hart, K. Volchek, L. Morin and A. Demers",2020-12-01
296,Journal/ Revue scientifique ,Development and characterization of low-pH cements for structural purposes in geological repository systems,"Olfa Oueslati (external), Nabil Bouzouba√¢, Alain Bilodeau",2020-10-09
297,Journal/ Revue scientifique ,Evaluating the Validity of Continuous-Failure-State Unloading Triaxial Tests as a Means to Estimate the Residual Strength of Rock,"Gabriel Walton (CSM), Steven Gaines (CMIN), Leandro R. Alejano (University of Vigo, Spain)",2020-10-09
298,Journal/ Revue scientifique ,Performance of Identical Rockbolts Tested on Four Testing Rigs Employing the Direct Impact Method,"Charlie C. Li, John Hadjigeorgiou, Peter Mikula et al.",2020-10-02
299,Journal/ Revue scientifique ,"Tailings Dust Characterization and Impacts on Surface Water Chemistry at Stirling Mine, Nova Scotia","Amy Cleaver, Philippa Huntsman, Carrie Rickwood, Heather E. Jamieson",2020-09-23
300,Journal/ Revue scientifique ,"Blended municipal compost and biosolid materials for mine reclamation: long-term field studies to explore metal mobility, soil fertility and microbial communities","Sean Langley, Ted MacKinnon",2020-09-02
301,Journal/ Revue scientifique ,How tire stock management and fitment strategy impact truck availability,"Michelle Levesque, Emma Tomini and John Le.",2020-08-19
302,Journal/ Revue scientifique ,Application of biochar prepared from ethanol refinery by-products for Hg stabilization in floodplain soil: Impacts of drying and rewetting,"Alana O. Wang, Carol J. Ptacek, Dogan Paktunc, E. Erin Mack, David W. Blowes",2020-08-15
303,Journal/ Revue scientifique ,Quantifying historical releases and pre-operation levels of metals and radionuclides downstream of decommissioned uranium mine sites.,Richard Goulet,2020-07-17
304,Journal/ Revue scientifique ,Geochemical response of contaminated lake sediments to climate change,Stephanie DeSisto ; Carrie Rickwood; Philippa Huntsman,2020-03-12
305,Journal/ Revue scientifique ,Flotation-calcination-magnetic separation hybrid process for concentration of,Tesfaye Negeri  ,2020-03-04
306,Journal/ Revue scientifique ,The Mode of Incorporation of As(-I) and Se(-I) in Natural Pyrite Revisited,Dogan Paktunc,2020-02-03
307,Journal/ Revue scientifique ,Minimizing the impact of passivation during allanite-(Ce) decomposition in sulfuric acid media for rare earth recovery,"Yves Thibault, Joanne Gamage McEvoy",2020-01-17
308,Journal/ Revue scientifique ,Bioleaching of uranium tailings as secondary sources for rare earth elements production,"R. Gagn√©-Turcotte, N. Reynier, L. Coudert, C. Laviolette, R. Cameron, J.F. Blais",2019-12-17
309,Journal/ Revue scientifique ,"Early-life-stage toxicity of four rare earth elements to brown trout (Salmo trutta), coho salmon (Oncorhynchus kisutch) and fathead minnow (Pimephales promelas)","Josh Baker, Carrie Rickwood, Curtis Eickhoff, Karen Lee, James Elphick",2019-11-29
310,Journal/ Revue scientifique ,Assessing the fate and effect of metals in snow associated with atmospheric deposition in the oil sands region of Canada,"Carrie Rickwood, Yves Thibault, Sean Langley, Naveen Puttaswamy, Philippa Huntsman",2019-11-19
311,Journal/ Revue scientifique ,Recent Progress in Impurity Removal During REE Processing,W.D. Judge and G. Azimi,2019-10-21
312,Journal/ Revue scientifique ,The Effects of Water Recycling on Flotation at a North American Concentrator ‚Äì Part 1,"A. Di Feo, K Volchek,S. Mortazavi, S. Langley, Lucie Morin, G. Prabhakar and A. Demers  and I Bedard",2019-10-02
313,Journal/ Revue scientifique ,Towards sustainable development of the Ring of Fire chromite resources,Dogan Paktunc,2019-09-23
314,Journal/ Revue scientifique ,"Use of hardwood and sulfurized-hardwood biochars as amendments to floodplain soil from South River, VA, USA: Impacts of drying-rewetting on HG removal",Dogan Paktunc,2019-09-09
315,Journal/ Revue scientifique ,Breaking Down Energy Consumption in Industrial Grinding Mills ,"J. Bouchard, G. LeBlanc, M. Levesque, P. Radziszewski, D.G. Filteau",2019-07-18
316,Journal/ Revue scientifique ,Iron and sulphur management options during Ni recovery from (bio)leaching of pyrrhotite tailings Part 2: strategies for sulfur fixation during biomass-induced magnetization of  goethite and jarosite.,"Joanne Gamage McEvoy, Yves Thibault, Suzanne Beauchemin ",2019-07-09
317,Journal/ Revue scientifique ,Partitioning of Cu and Ni during magnetization of oxidized pyrrhotite tailings,"S. Beauchemin, Y. Thibault, J. Gamage McEvoy and T. MacKinnon",2019-06-28
318,Journal/ Revue scientifique ,GEOCHEMICAL PROPERTIES OF 40-YEAR OLD REFORESTED PYRRHOTITE TAILINGS AND IMPACT OF ORGANIC ACIDS ON METAL CYCLING ,"Suzanne Beauchemin*, Sean Langley and Ted MacKinnon ",2019-06-18
319,Journal/ Revue scientifique ,A mineralogical investigation into the pre-concentration of the Nechalacho deposit by gravity separation,"Pengbo Chu, Chris Marion, Tassos Grammatikopoulos,Kristian Waters, et.al. ",2019-06-17
320,Journal/ Revue scientifique ,A review of bubble break-up,"Pengbo Chu, James Finch, et. al. ",2019-06-17
321,Journal/ Revue scientifique ,Iron and sulphur management options during Ni recovery from bioleaching of pyrrhotite tailings,"Yves Thibault, Joanne Gamage McEvoy, Suzanne Beauchemin",2019-04-14
322,Journal/ Revue scientifique ,Alternative Cleaning and Regeneration Methods for Ceramic Membranes Exposed to Oil Sands Produced Water ,"Charbel Atallah/ Andr√© Tremblay, Saviz Mortazavi, Yves Thibault, Joanne Gamage McEvoy, Dominique Du",2019-03-19
